story_id,source_url,canonical_url,story_family_key,story_family_count,is_duplicate_url,source_batch,active_flag,published_at,headline_raw,headline,headline_word_count,editorial_team_list,source_tags_raw,source_tags_clean,analysis_basis,analysis_confidence,primary_entity,entity_type,entity_role,secondary_entities,topic_cluster,topic_cluster_label,main_point_of_interest,topic_subject,framing,angle,content_type,tone,framing_scope_flag,hook_type,reader_promise,narrative_device,stakes,specificity_level,evidence_type,audience_fit,replicable_elements,trend_anchor,trend_query_terms,trend_exclusion_notes,trend_fit_score,search_use_case
478,https://www.businessinsider.com/singer-k-michelle-surgery-remove-butt-injections-2018-6,https://www.businessinsider.com/singer-k-michelle-surgery-remove-butt-injections-2018-6,https://www.businessinsider.com/singer-k-michelle-surgery-remove-butt-injections-2018-6,1,no,evergreen stories pull 2026-06-09T1228,yes,2018-06-04,Singer K. Michelle said she's had 4 surgeries to remove 'black market' butt injections that left her 'very disfigured',Singer K. Michelle said she's had 4 surgeries to remove 'black market' butt injections that left her 'very disfigured',19,,Plastic Surgery|Injection,Plastic Surgery|Injection,headline + source tags,medium,Plastic Surgery,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
479,https://www.businessinsider.com/human-ken-doll-plastic-surgery-addiction-2019-10,https://www.businessinsider.com/human-ken-doll-plastic-surgery-addiction-2019-10,https://www.businessinsider.com/human-ken-doll-plastic-surgery-addiction-2019-10,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-10-09,"The 'human Ken doll' has spent more than $750,000 on 72 cosmetic surgeries, and doctors warn that his addiction has gotten dangerous","The 'human Ken doll' has spent more than $750,000 on 72 cosmetic surgeries, and doctors warn that his addiction has gotten dangerous",23,Health and Healthcare,Plastic Surgery|Cosmetic surgery|Mental Health|Surgery|YahooAdd|Addiction|Health,Plastic Surgery|Cosmetic surgery|Mental Health|Surgery|Addiction|Health,headline + source tags,high,Plastic Surgery,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,35,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
480,https://www.businessinsider.com/qatar-boeing-747-plane-trump-air-force-one-photos-interior-2025-5,https://www.businessinsider.com/qatar-boeing-747-plane-trump-air-force-one-photos-interior-2025-5,https://www.businessinsider.com/qatar-boeing-747-plane-trump-air-force-one-photos-interior-2025-5,1,no,evergreen stories pull 2026-06-09T1228,yes,2025-05-21,See inside the luxurious Boeing 747 Qatar is giving to Trump to serve as Air Force One,See inside the luxurious Boeing 747 Qatar is giving to Trump to serve as Air Force One,17,Transportation,Planes|Boeing Business Jet|Boeing 747|Boeing|air travel|luxury air travel|Private Airplane|Private Jet|Business Jet|Donald Trump,Planes|Boeing Business Jet|Boeing 747|Boeing|air travel|luxury air travel|Private Airplane|Private Jet|Business Jet|Donald Trump,headline + source tags,high,Donald Trump,person,public_figure,,travel_and_transportation,travel and transportation,Travel disruption,Travel disruption and traveler experience,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in travel and transportation coverage",current development,How the disruption changes the trip or travel experience.,event lead,"The stake is whether the disruption changes the trip, schedule, or traveler experience.",Highly specific,reporting,travelers and commuters,"Lead with the event, then make the consequence visible.",travel disruption and trip reliability,Donald Trump|flight|airport|airline|cruise|trip|travel,Avoid generic Trump retrieval unless the query needs this exact conflict or business angle.,75,"Use when the query is about flights, airports, disruptions, cruise behavior, or transport problems. Anchor: travel disruption and trip reliability."
481,https://www.businessinsider.com/dr-pimple-popper-drains-bloody-cyst-2019-5,https://www.businessinsider.com/dr-pimple-popper-drains-bloody-cyst-2019-5,https://www.businessinsider.com/dr-pimple-popper-drains-bloody-cyst-2019-5,2,yes,evergreen stories pull 2026-06-09T1228,yes,2019-05-09,Watch Dr. Pimple Popper drain a bloody cyst that reminded her of Shamu the whale,Watch Dr. Pimple Popper drain a bloody cyst that reminded her of Shamu the whale,15,Special Projects,Pimple popping|Health|Dr Pimple Popper|skin care|Acne,Pimple popping|Health|Dr Pimple Popper|skin care|Acne,headline + source tags,high,Pimple popping,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,35,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
482,https://www.businessinsider.com/dr-pimple-popper-behind-ear-blackhead-video-instagram-2018-5,https://www.businessinsider.com/dr-pimple-popper-behind-ear-blackhead-video-instagram-2018-5,https://www.businessinsider.com/dr-pimple-popper-behind-ear-blackhead-video-instagram-2018-5,2,yes,evergreen stories pull 2026-06-09T1228,yes,2018-05-29,Watch Dr. Pimple Popper squeeze a 'next level' behind-the-ear blackhead,Watch Dr. Pimple Popper squeeze a 'next level' behind-the-ear blackhead,10,,Pimple popping|Blackheads|Dr Pimple Popper,Pimple popping|Blackheads|Dr Pimple Popper,headline + source tags,medium,Pimple popping,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
483,https://www.businessinsider.com/first-photograph-in-history-2016-8,https://www.businessinsider.com/first-photograph-in-history-2016-8,https://www.businessinsider.com/first-photograph-in-history-2016-8,2,yes,evergreen stories pull 2026-06-09T1228,yes,2016-08-19,The first photograph ever taken was almost lost to history,The first photograph ever taken was almost lost to history,10,Video,Photo|Photography|History|Art,Photo|Photography|History|Art,headline + source tags,high,Photo,topic,,,history_and_explainer,history and explainer,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in explainer and heritage coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,readers looking for context and background,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
484,https://www.businessinsider.com/kowloon-walled-city-photos-2015-2,https://www.businessinsider.com/kowloon-walled-city-photos-2015-2,https://www.businessinsider.com/kowloon-walled-city-photos-2015-2,2,yes,evergreen stories pull 2026-06-09T1228,yes,2018-12-06,Inside Hong Kong's lawless 'walled city' — the most crowded place on Earth for 40 years,Inside Hong Kong's lawless 'walled city' — the most crowded place on Earth for 40 years,15,,Photography|History|Hong Kong|Visual Features|Population|China|Features,Photography|History|Hong Kong|Visual Features|Population|China,headline + source tags,high,Photography,topic,,,history_and_explainer,history and explainer,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in explainer and heritage coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Highly specific,reporting,readers looking for context and background,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
485,https://www.businessinsider.com/garfield-cat-dinner-party-2018-8,https://www.businessinsider.com/garfield-cat-dinner-party-2018-8,https://www.businessinsider.com/garfield-cat-dinner-party-2018-8,2,yes,evergreen stories pull 2026-06-09T1228,yes,2018-08-15,"A woman successfully borrowed an orange cat for a Garfield-themed dinner party for her kids, and should really win 'Mom of the Year'","A woman successfully borrowed an orange cat for a Garfield-themed dinner party for her kids, and should really win 'Mom of the Year'",23,,Pets|Viral|Parenting|Kids|Features|Cats,Pets|Viral|Parenting|Kids|Cats,headline + source tags,high,Pets,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
486,https://www.businessinsider.com/paypal-mafia-members-elon-musk-peter-thiel-reid-hoffman-companies,https://www.businessinsider.com/paypal-mafia-members-elon-musk-peter-thiel-reid-hoffman-companies,https://www.businessinsider.com/paypal-mafia-members-elon-musk-peter-thiel-reid-hoffman-companies,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-12-07,"The PayPal Mafia includes tech titans like Elon Musk, Peter Thiel, and Reid Hoffman. Here's where its members are now.","The PayPal Mafia includes tech titans like Elon Musk, Peter Thiel, and Reid Hoffman. Here's where its members are now.",20,Edit Leadership,Peter Thiel|SpaceX|Reid Hoffman|Palantir|Steven Chen|Russel Simmons|Features|Roelof Botha|Keith Rabois|Tesla|X.com|Ken Howery|LinkedIn|Andrew McCormack|Jack Selby|Jawed Karim|Elon Musk|Tips for Jesus|YouTube|Business Visual Features|Max Levchin|Jeremy Stoppelman|BI-freelancer|Founders Fund|Yelp|Luke Nosek|PayPal Mafia|David Sacks|Chad Hurley|PayPal,Peter Thiel|SpaceX|Reid Hoffman|Palantir|Steven Chen|Russel Simmons|Roelof Botha|Keith Rabois|Tesla|X.com|Ken Howery|LinkedIn|Andrew McCormack|Jack Selby|Jawed Karim|Elon Musk|Tips for Jesus|YouTube|Max Levchin|Jeremy Stoppelman|BI-freelancer|Founders Fund|Yelp|Luke Nosek|PayPal Mafia|David Sacks|Chad Hurley|PayPal,headline + source tags,high,Elon Musk,person,public_figure,,media_and_public_figures,media and public figures,Current development,Public-figure behavior and reputation,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in media and public-figure coverage",personal story,The latest development and what it changes.,before/after,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,first-person anecdote,readers following public figures and media,Use a personal anecdote to make a broad trend legible.,public-figure reputation and attention,Elon Musk|business|story|trend,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: public-figure reputation and attention.
487,https://www.businessinsider.com/tech-companies-inspired-by-the-lord-of-the-rings-2025-7,https://www.businessinsider.com/tech-companies-inspired-by-the-lord-of-the-rings-2025-7,https://www.businessinsider.com/tech-companies-inspired-by-the-lord-of-the-rings-2025-7,1,no,evergreen stories pull 2026-06-09T1228,yes,2025-07-06,"Palmer Luckey named his latest company Erebor, a reference to 'The Lord of the Rings.' Here are the other tech companies inspired by the fantasy series.","Palmer Luckey named his latest company Erebor, a reference to 'The Lord of the Rings.' Here are the other tech companies inspired by the fantasy series.",26,US Weekend,Peter Thiel|Lord of the Rings|Palantir|Anduril|JD Vance|Sauron|Salesforce,Peter Thiel|Lord of the Rings|Palantir|Anduril|JD Vance|Sauron|Salesforce,headline + source tags,high,Peter Thiel,topic,,,business_strategy_and_companies,business strategy and companies,Business consequence,"Company strategy, competition, and execution",business consequence framing,Show how strategy and execution affect the company or market position.,Explainer / analysis,"Practical, consequential, business-facing","Broad, especially strong in company strategy coverage",business consequence,How the company or strategy decision affects outcomes.,implication,The stake is whether strategy translates into competitive advantage or visible pressure.,Specific,analysis,business readers and operators,"Show how strategy, competition, or execution changes outcomes.",company strategy and competitive pressure,business|story|trend,,35,"Use when the query is about company strategy, competition, or management decisions. Anchor: company strategy and competitive pressure."
488,https://www.businessinsider.com/male-model-kept-peter-thiel-relationship-dead-possible-suicide-2023-3,https://www.businessinsider.com/male-model-kept-peter-thiel-relationship-dead-possible-suicide-2023-3,https://www.businessinsider.com/male-model-kept-peter-thiel-relationship-dead-possible-suicide-2023-3,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-03-24,Peter Thiel's reported romantic partner was found dead in Miami. Police are investigating as possible suicide.,Peter Thiel's reported romantic partner was found dead in Miami. Police are investigating as possible suicide.,16,National,Peter Thiel|Fast Investigations|Suicide,Peter Thiel|Fast Investigations|Suicide,headline + source tags,high,Peter Thiel,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
489,https://www.businessinsider.com/can-sex-start-your-period-why-i-bleed-after-sex-2018-5,https://www.businessinsider.com/can-sex-start-your-period-why-i-bleed-after-sex-2018-5,https://www.businessinsider.com/can-sex-start-your-period-why-i-bleed-after-sex-2018-5,1,no,evergreen stories pull 2026-06-09T1228,yes,2018-05-23,"It turns out, sex can kick-start your period — but there's a catch","It turns out, sex can kick-start your period — but there's a catch",12,,Period|Reproductive Health|IBM-block|Evergreen story,Period|Reproductive Health|IBM-block,headline + source tags,high,Period,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,35,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
490,https://www.businessinsider.com/patrick-dempsey-wife-children-family-jillian-fink-2023-11,https://www.businessinsider.com/patrick-dempsey-wife-children-family-jillian-fink-2023-11,https://www.businessinsider.com/patrick-dempsey-wife-children-family-jillian-fink-2023-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-11-08,Patrick Dempsey has 3 children with his wife Jillian Fink — here's what you need to know about People's Sexiest Man Alive and his family,Patrick Dempsey has 3 children with his wife Jillian Fink — here's what you need to know about People's Sexiest Man Alive and his family,24,UK Health and Entertainment,People Magazine|Patrick Dempsey|Celebrity children|Sexiest Man Alive,People Magazine|Patrick Dempsey|Celebrity children|Sexiest Man Alive,headline + source tags,high,People Magazine,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,Do not use for broad celebrity search unless the relationship angle matters.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
491,https://www.businessinsider.com/most-expensive-home-250-million-nyc-penthouse-central-park-tower-2022-9,https://www.businessinsider.com/most-expensive-home-250-million-nyc-penthouse-central-park-tower-2022-9,https://www.businessinsider.com/most-expensive-home-250-million-nyc-penthouse-central-park-tower-2022-9,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-12-27,"Take a look inside the world's tallest residence, a $195 million triplex penthouse that starts on the 129th floor of New York City's Central Park Tower","Take a look inside the world's tallest residence, a $195 million triplex penthouse that starts on the 129th floor of New York City's Central Park Tower",26,Business News,Penthouse|New York real estate|Luxury real estate|weekend BI US|Business Holiday Reup 2023|Business Visual Features|New York City|NYC penthouse|Penthouses|Central Park Tower|new york city real estate|Real Estate|Most expensive homes,Penthouse|New York real estate|Luxury real estate|weekend BI US|Business Holiday Reup 2023|New York City|NYC penthouse|Penthouses|Central Park Tower|new york city real estate|Real Estate|Most expensive homes,headline + source tags,high,Penthouse,topic,,,media_and_public_figures,media and public figures,Current development,Public-figure behavior and reputation,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in media and public-figure coverage",personal story,The latest development and what it changes.,before/after,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Highly specific,first-person anecdote,readers following public figures and media,Use a personal anecdote to make a broad trend legible.,public-figure reputation and attention,business|story|trend,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: public-figure reputation and attention.
492,https://www.businessinsider.com/centralia-pennsylvania-underground-fire-town-photos,https://www.businessinsider.com/centralia-pennsylvania-underground-fire-town-photos,https://www.businessinsider.com/centralia-pennsylvania-underground-fire-town-photos,1,no,evergreen stories pull 2026-06-09T1228,yes,2025-11-06,A fire has been burning under this Pennsylvania ghost town for more than 60 years — take a look,A fire has been burning under this Pennsylvania ghost town for more than 60 years — take a look,18,Partnerships,Pennsylvania|Ghost Towns|Coal Mining|Fires,Pennsylvania|Ghost Towns|Coal Mining|Fires,headline + source tags,medium,Pennsylvania,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
493,https://www.businessinsider.com/every-greys-anatomy-character-ranked-by-episodes-2020-11,https://www.businessinsider.com/every-greys-anatomy-character-ranked-by-episodes-2020-11,https://www.businessinsider.com/every-greys-anatomy-character-ranked-by-episodes-2020-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-02-24,Every 'Grey's Anatomy' character ranked by how many episodes they've been in,Every 'Grey's Anatomy' character ranked by how many episodes they've been in,12,Partnerships,Patrick Dempsey|Shonda Rhimes|TV|Ellen Pompeo|Grey's Anatomy|Entertainment|Features|Sandra Oh|Newsroom Affiliate Link,Patrick Dempsey|Shonda Rhimes|TV|Ellen Pompeo|Grey's Anatomy|Entertainment|Sandra Oh|Newsroom Affiliate Link,headline + source tags,high,Patrick Dempsey,topic,,,entertainment_and_culture,entertainment and culture,Cultural reaction,Celebrity attention and culture coverage,human-interest lesson framing,Use a personal story to make a broader lesson concrete.,Feature / report,"Personal, revealing, narrative","Broad, especially strong in celebrity and culture coverage",personal story,How the story plays in public and culture.,before/after,The stake is the practical consequence the reader can understand immediately.,Highly specific,first-person anecdote,culture and celebrity readers,Use a personal anecdote to make a broad trend legible.,celebrity attention and audience interest,celebrity|relationship|breakup|culture|media,,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: celebrity attention and audience interest.
494,https://www.businessinsider.com/best-pasta-recipes-ina-garten-from-man-cooked-all-2024,https://www.businessinsider.com/best-pasta-recipes-ina-garten-from-man-cooked-all-2024,https://www.businessinsider.com/best-pasta-recipes-ina-garten-from-man-cooked-all-2024,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-08-12,"I've cooked over 1,000 Ina Garten recipes. Here are 10 of my favorites for a pasta dinner.","I've cooked over 1,000 Ina Garten recipes. Here are 10 of my favorites for a pasta dinner.",18,Lifestyle Freelance,Pasta|Evergreen story|Freelancer|freelancer-le|dinner|Food|Ina Garten,Pasta|dinner|Food|Ina Garten,headline + source tags,high,Pasta,topic,,,food_and_consumer_habits,food and consumer habits,Current development,Food behavior and consumer habits,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in food and consumer coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,food and consumer readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,35,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
495,https://www.businessinsider.com/celebrities-you-didnt-know-are-jewish-2020-12,https://www.businessinsider.com/celebrities-you-didnt-know-are-jewish-2020-12,https://www.businessinsider.com/celebrities-you-didnt-know-are-jewish-2020-12,1,no,evergreen stories pull 2026-06-09T1228,yes,2021-03-28,15 celebrities you might not know are Jewish,15 celebrities you might not know are Jewish,8,MSN,Passover|Jewish|Celebrities|Religion,Passover|Jewish|Celebrities|Religion,headline + source tags,medium,Passover,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
496,https://www.businessinsider.com/things-seems-like-bedbugs-but-arent-2018-11,https://www.businessinsider.com/things-seems-like-bedbugs-but-arent-2018-11,https://www.businessinsider.com/things-seems-like-bedbugs-but-arent-2018-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2023-10-30,"10 signs you don't actually have bedbugs, even if you think you do","10 signs you don't actually have bedbugs, even if you think you do",13,,Paris|Features|Health|Freelancer|Bedbugs|Science|bed bug|Evergreen story,Paris|Health|Bedbugs|Science|bed bug,headline + source tags,high,Paris,topic,,,health_and_wellness,health and wellness,Current development,Health decisions and wellness outcomes,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in health and wellness coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,health-conscious readers,"Lead with the event, then make the consequence visible.",health habits and outcomes,business|story|trend,,35,"Use when the query is about health habits, diet, fitness, or medical risk. Anchor: health habits and outcomes."
497,https://www.businessinsider.com/moved-to-remote-island-married-raising-kids-isolated-settlement-tristandacunha-2024-11,https://www.businessinsider.com/moved-to-remote-island-married-raising-kids-isolated-settlement-tristandacunha-2024-11,https://www.businessinsider.com/moved-to-remote-island-married-raising-kids-isolated-settlement-tristandacunha-2024-11,1,no,evergreen stories pull 2026-06-09T1228,yes,2024-11-17,I moved to a remote island with only 236 inhabitants. I love raising my kids here.,I moved to a remote island with only 236 inhabitants. I love raising my kids here.,16,Singapore Lifestyle,Parenting|Raising Kids|as told to|Tristan Da Cunha|Living Abroad|Relocation|self-sufficiency|remote island,Parenting|Raising Kids|Tristan Da Cunha|Living Abroad|Relocation|self-sufficiency|remote island,headline + source tags,high,Parenting,topic,,,real_estate_and_housing,real estate and housing,Relocation tradeoff,Housing costs and relocation decisions,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in housing and relocation coverage",current development,How the move or housing choice changes the tradeoff.,event lead,"The stake is whether moving or staying changes quality of life, cost, and long-term plans.",Specific,reporting,people tracking housing and relocation,"Lead with the event, then make the consequence visible.",housing costs and relocation,housing|rent|relocation|home|property|assisted living,,45,"Use when the query is about housing costs, relocation, renting, or property tradeoffs. Anchor: housing costs and relocation."
498,https://www.businessinsider.com/garfield-cat-dinner-party-2018-8,https://www.businessinsider.com/garfield-cat-dinner-party-2018-8,https://www.businessinsider.com/garfield-cat-dinner-party-2018-8,2,yes,evergreen stories pull 2026-06-09T1228,yes,2018-08-15,"A woman successfully borrowed an orange cat for a Garfield-themed dinner party for her kids, and should really win 'Mom of the Year'","A woman successfully borrowed an orange cat for a Garfield-themed dinner party for her kids, and should really win 'Mom of the Year'",23,,Parenting|Kids|Cats|Pets|Features|Viral,Parenting|Kids|Cats|Pets|Viral,headline + source tags,high,Parenting,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
499,https://www.businessinsider.com/people-on-ivermectin-think-theyre-pooping-worms-but-its-vegetables-2021-8,https://www.businessinsider.com/people-on-ivermectin-think-theyre-pooping-worms-but-its-vegetables-2021-8,https://www.businessinsider.com/people-on-ivermectin-think-theyre-pooping-worms-but-its-vegetables-2021-8,1,no,evergreen stories pull 2026-06-09T1228,yes,2021-08-27,"People taking dangerous doses of ivermectin for COVID-19 say they're pooping out worms, but it's probably vegetables or mucus","People taking dangerous doses of ivermectin for COVID-19 say they're pooping out worms, but it's probably vegetables or mucus",19,Health and Parenting|US Politics,Parasites|coronavirus|ivermectin|COVID-19|COVID,Parasites|coronavirus|ivermectin|COVID-19|COVID,headline + source tags,medium,Parasites,topic,,,other,other,Current development,A news development with reader consequences,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, reusable",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Moderately specific,reporting,general news readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,Broad topic only; treat as low-priority unless the query is very specific. No strong trend anchor beyond the headline itself.,25,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
500,https://www.businessinsider.com/donating-hair-to-charity-what-you-need-to-know-2016-12,https://www.businessinsider.com/donating-hair-to-charity-what-you-need-to-know-2016-12,https://www.businessinsider.com/donating-hair-to-charity-what-you-need-to-know-2016-12,2,yes,evergreen stories pull 2026-06-09T1228,yes,2018-12-20,I've donated my hair to charity 4 times now. Here's what you need to know if you want to do it.,I've donated my hair to charity 4 times now. Here's what you need to know if you want to do it.,21,,Pantene Beautiful Lengths|BI Graphics|Wigs for Kids|Locks of Love|Charitable Giving|Hair Donation,Pantene Beautiful Lengths|Wigs for Kids|Locks of Love|Charitable Giving|Hair Donation,headline + source tags,high,Pantene Beautiful Lengths,topic,,,education_and_family,education and family,Current development,Family and caregiving tradeoffs,straight-news framing,Lead with the event and make the consequence visible fast.,News / report,"Neutral, informative","Broad, especially strong in education and parenting coverage",current development,The latest development and what it changes.,event lead,The main stake is whether the development changes the story's direction or keeps pressure on the people involved.,Specific,reporting,parents and family-focused readers,"Lead with the event, then make the consequence visible.",broad news interest,business|story|trend,No strong trend anchor beyond the headline itself.,45,Use when the query needs a specific story angle rather than a broad topic result. Anchor: broad news interest.
